movieId,imdbId,title,genres,imgurl
3071,0094027,Stand and Deliver (1988),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MjA4MTcwOF5BMl5BanBnXkFtZTgwNTI4OTI1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3072,0093565,Moonstruck (1987),Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3074,0068762,Jeremiah Johnson (1972),Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE0NWI0ZDctYjkwNi00YTM3LWI4MjYtZGRlN2JiMjZmYzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3075,0059646,Repulsion (1965),Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTU5ZThjNzAtNjc4NC00OTViLWIxYTYtODFmMTk5Y2NjZjZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3076,0057187,Irma la Douce (1963),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDI2Njc0N2MtM2QxZi00MmQwLWFmZjEtODg0YTA0MGUyZTJhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3077,0164312,42 Up (1998),Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNjYxMzUwNF5BMl5BanBnXkFtZTcwMjI3OTgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3078,0165859,Liberty Heights (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDY5MzczMF5BMl5BanBnXkFtZTYwMjY4MzQ3._V1_UX182_CR0,0,182,268_AL_.jpg"
3079,0178737,Mansfield Park (1999),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDIwNDMyN15BMl5BanBnXkFtZTcwNTAyNTEzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3081,0162661,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3082,0143145,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3083,0185125,All About My Mother (Todo sobre mi madre) (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3OTg3MTk2NV5BMl5BanBnXkFtZTcwNzA4ODMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3086,0024852,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTQwNzc0NV5BMl5BanBnXkFtZTcwOTU4NTgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3087,0096061,Scrooged (1988),Comedy|Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2NlMDQzMDktNTMyZS00MjBjLWI0MmEtMzgzZDM2ZTVkNzE1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3088,0042546,Harvey (1950),Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3089,0040522,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTI3NTcwNzEtNDA1MS00ZjE0LThkNDEtMmU4MjVmNTQ1ZDBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg"
3090,0093509,Matewan (1987),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzcwODYwNV5BMl5BanBnXkFtZTcwMTk5MzYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3091,0080979,Kagemusha (1980),Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGM4ZDA5OWUtN2IwZi00Y2Y4LWI1YzgtYzZmOGIyOGI1ZDBmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3093,0067411,McCabe & Mrs. Miller (1971),Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTI2OTI4NzAtMjMyNi00NjBlLTllYjQtYjNlNTBjYzRhOTQxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3094,0093512,Maurice (1987),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTU1OTViNGEtYmViMS00YjllLWI4OTEtNGNkMWJhY2U4YjAxXkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
3095,0032551,"Grapes of Wrath, The (1940)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3096,0050738,My Man Godfrey (1957),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmZiNTQzMTYtZWZkMS00YWQwLWI0MTYtM2E2NTJjNTMxNGQ4XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3097,0033045,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3098,0087781,"Natural, The (1984)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWNlNTkzNzEtNDRhOS00MTE1LTk4MjQtZmY2YTgwMTNmMWQwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3099,0073692,Shampoo (1975),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWE0YmFhMDctOGFkYS00ODNmLTgyMTMtNzBiNWE2ZmNjNzdjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3100,0105265,"River Runs Through It, A (1992)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2Nzc5MjI4NF5BMl5BanBnXkFtZTYwNzgwMjc5._V1_UY268_CR4,0,182,268_AL_.jpg"
3101,0093010,Fatal Attraction (1987),Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjBjNzNiNWYtYWU0NC00OTdjLTk3NmYtM2NjZjc2ZGIwOTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3102,0089360,Jagged Edge (1985),Crime|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjc2MGRlMzktNjNjOS00MTUxLWE3MjEtZjI2MzliMDA2NzNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3103,0100680,Stanley & Iris (1990),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzhkYTEyYzItMWU5Ny00NjhiLWFiNmEtM2QwOWVlY2UyZThmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR11,0,182,268_AL_.jpg"
3104,0095631,Midnight Run (1988),Action|Comedy|Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
3105,0099077,Awakenings (1990),Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NjEzMDYyMl5BMl5BanBnXkFtZTgwNjgwNTg4NjE@._V1_UY268_CR9,0,182,268_AL_.jpg"
3106,0099291,Come See the Paradise (1990),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5Nzk1NTgzM15BMl5BanBnXkFtZTcwOTUyODIzMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
3107,0101393,Backdraft (1991),Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjOWVkNjUtYTdkOC00MGQ5LWI5OTQtMTIyYzQwN2UzMDgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3108,0101889,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3109,0088007,"River, The (1984)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDVhYjg5OGEtYjZkZS00YjBmLTljMzItOWMxMmQ4N2YwNjliXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3110,0087091,Country (1984),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjI5MzQ5OV5BMl5BanBnXkFtZTYwNTg2Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
3111,0087921,Places in the Heart (1984),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGQwODc1NTctYTAzMS00M2YyLTgwNzMtNGY1MDE4MjE4YzY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3112,0090556,'night Mother (1986),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzU1NDQ5NTctN2JiNS00NjI1LWFkMzEtYWZmZTgzNWU1ZTU2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3113,0146675,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWM3MTMwYTYtNTVmOC00NWU2LWJjNmMtY2YwMDM4NWM4NDhiXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3114,0120363,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3115,0155711,Flawless (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODc5MDYyMl5BMl5BanBnXkFtZTcwMjcwOTgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3116,0189744,Miss Julie (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjUyOTIzN15BMl5BanBnXkFtZTcwMTg4ODMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3117,0134154,Ride with the Devil (1999),Drama|Romance|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTgzOTQyOV5BMl5BanBnXkFtZTcwMjAyMDcxMw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3118,0161023,Tumbleweeds (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTgwOGVjNTEtMzRlYS00ZGE3LTk1ZGYtMDY3ODMzMjFiNmQxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3120,0104114,"Distinguished Gentleman, The (1992)",Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTJmYjQxYzEtOTljMC00NmEwLWFlMDktNmFmNTQ1MjE3NDU3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3121,0045877,"Hitch-Hiker, The (1953)",Drama|Film-Noir,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjM3NTY4OWYtNzkzNy00ZGZhLThkMmUtYjM4OTRlNmY0MWI2L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3122,0033021,Santa Fe Trail (1940),Drama|Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzk0NTEtMGYzYi00MDdjLWJlOGQtMmJlOGU0ODZiNzhkXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3125,0172396,"End of the Affair, The (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzhkNDRkMDctYTcxMy00MTI3LWI5ODQtZWNkYWQ2ZjA2ZDk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3127,0144715,Holy Smoke (1999),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNDk1NzI2Ml5BMl5BanBnXkFtZTcwMjg1MjkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3128,0160513,"Map of the World, A (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MzEzNTUzOF5BMl5BanBnXkFtZTcwMjc4NjUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3129,0158371,Sweet and Lowdown (1999),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzA5MDQ4NV5BMl5BanBnXkFtZTgwNjI4ODQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3130,0099165,Bonfire of the Vanities (1990),Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzEzMjc0Nl5BMl5BanBnXkFtZTgwNzU1NTk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3133,0015863,Go West (1925),Comedy|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDQzODIwOV5BMl5BanBnXkFtZTgwNTQ3NTY2MzE@._V1_UY268_CR12,0,182,268_AL_.jpg"
3134,0028950,Grand Illusion (La grande illusion) (1937),Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_UY268_CR8,0,182,268_AL_.jpg"
3135,0079239,"Great Santini, The (1979)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODA3Mjg0NF5BMl5BanBnXkFtZTYwOTk3NTM5._V1_UY268_CR4,0,182,268_AL_.jpg"
3136,0050558,"James Dean Story, The (1957)",Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0OTYzNDcwNF5BMl5BanBnXkFtZTcwNzAzMzU1MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
3138,0096171,Stealing Home (1988),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk4NTQ2MjYzMV5BMl5BanBnXkFtZTYwNDA0MTg4._V1_UY268_CR1,0,182,268_AL_.jpg"
3140,0014538,Three Ages (1923),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3OTEzODA4NF5BMl5BanBnXkFtZTgwODc0NDIwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3141,0100828,"Two Jakes, The (1990)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM3MDU5MjQwNV5BMl5BanBnXkFtZTgwMTY1NTk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3142,0096328,U2: Rattle and Hum (1988),Documentary|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MDYzNzQ4NF5BMl5BanBnXkFtZTcwMjAxODEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3143,0063056,Hell in the Pacific (1968),Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTBkZTNhMTUtYjNiOC00OWRkLTgxNTEtZTRjNGJmYzU1ZTliXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR2,0,182,268_AL_.jpg"
3144,0060463,"Glass Bottom Boat, The (1966)",Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiMWViOTQtNzQxNS00ZmNlLWEwNjMtYjY2NDcwNTljOGY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
3145,0150216,Cradle Will Rock (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzMzOTE2NV5BMl5BanBnXkFtZTcwMTk1OTMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3146,0205000,Deuce Bigalow: Male Gigolo (1999),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWIzMzQxZTUtYTJmYi00ZGNmLWEzMDUtZGM2ZjJiNTU2MTk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3147,0120689,"Green Mile, The (1999)",Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX182_CR0,0,182,268_AL_.jpg"
3148,0124315,"Cider House Rules, The (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTYwNjU2NjUzNF5BMl5BanBnXkFtZTgwNTgyMDUxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3150,0141974,"War Zone, The (1999)",Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2NlZTEyZTYtMGM5MS00OTlkLTk1YTgtZGY2MGQyODZlYTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3152,0067328,"Last Picture Show, The (1971)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmVjNzZkZjQtYmM5ZC00M2I0LWJhNzktNDk3MGU1NWMxMjFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3153,0051337,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzUzMjQ5MF5BMl5BanBnXkFtZTgwMDAxNzYzNTE@._V1._CR53,81,1259,1903_UX182_CR0,0,182,268_AL_.jpg"
3155,0166485,Anna and the King (1999),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjVlMWU0NjktNDkyOC00NzViLTg3Y2EtMTg0ZmY5N2FiNzgzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3156,0182789,Bicentennial Man (1999),Drama|Romance|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTU4Nzg5YmItNzE0Yy00Y2VmLWI3OTYtNTFjODEzMDE0YTI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3157,0164912,Stuart Little (1999),Children|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDJlZWZiODItMGE3NC00Yzg3LWFhYTYtZTI2YWNlNjExMDE4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3158,0162866,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjc4MDA0MTY1MF5BMl5BanBnXkFtZTYwOTM4MTY5._V1_UY268_CR0,0,182,268_AL_.jpg"
3159,0120910,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE3OGUxNmItZmM3MC00ZTI3LTg0YTUtMzA3MGJkZjkyNjEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3160,0175880,Magnolia (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmFhMzE1NDUtNGFmOC00M2E2LWI3ODItNzJjZmRlMTY0NDc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3161,0119079,Onegin (1999),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQwMTgzNDE1Nl5BMl5BanBnXkFtZTcwODA2MDYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3163,0151568,Topsy-Turvy (1999),Comedy|Drama|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTRhNzBiZjUtZWExZi00NDEwLWIzYjUtNjhhOWVjODkzYjljXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3165,0106455,Boiling Point (1993),Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MTgzOTQxM15BMl5BanBnXkFtZTcwMDM5MzYxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
3166,0096978,Brenda Starr (1989),Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDk2ODIzN15BMl5BanBnXkFtZTcwNzE4NzQyMQ@@._V1_UY268_CR10,0,182,268_AL_.jpg"
3167,0066892,Carnal Knowledge (1971),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmE1ZTJlNTQtOWViMi00OTI1LWEzNWUtZWM1NTBmNDgwMWFlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR0,0,182,268_AL_.jpg"
3168,0064276,Easy Rider (1969),Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjc0MTQyMl5BMl5BanBnXkFtZTgwMDc5MjMyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3169,0087231,The Falcon and the Snowman (1985),Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjM4NTI0MjUzNV5BMl5BanBnXkFtZTcwMTMzNzYzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3171,0053226,Room at the Top (1959),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ3NDNkZTMtYzJlMC00MzRjLTk5ZGEtYzI2OTZmNTQ4NmUzXkEyXkFqcGdeQXVyMTAwMjAxOTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
3173,0146838,Any Given Sunday (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDk2YTQxZjUtYzJkYi00MTk4LTk4NDAtZmQ3ZGQwMDQxY2ZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR9,0,182,268_AL_.jpg"
3174,0125664,Man on the Moon (1999),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3175,0177789,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjM1ODkyMl5BMl5BanBnXkFtZTcwODY0NDMzMg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3176,0134119,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA3NDhiZjYtYTk2NS00ZWYwLTljYTQtMjU0NzcyMGEzNTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3177,0195945,Next Friday (2000),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3178,0174856,"Hurricane, The (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_UX182_CR0,0,182,268_AL_.jpg"
3179,0145653,Angela's Ashes (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjQ5MTY1NTgtZGNiNy00MTk4LWI3MGItYjZiN2Y5NmI2MzY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3180,0196857,Play it to the Bone (1999),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjY1MTA2Nl5BMl5BanBnXkFtZTYwMzY2Mzc3._V1_UY268_CR2,0,182,268_AL_.jpg"
3181,0120866,Titus (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTE0ZWY5N2UtZTlmMy00NGIwLTg4MGItMzkzYTY5OTYyOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3182,0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGEwNjI3N2MtMjQ3Yi00ZDE2LWE2YmMtYzU5YTQ0ODlkMjEzXkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3183,0174268,"Third Miracle, The (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjQ1MTk0Nl5BMl5BanBnXkFtZTYwNjk1NDM5._V1_UY268_CR0,0,182,268_AL_.jpg"
3185,0120834,Snow Falling on Cedars (1999),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNzQyODU1NV5BMl5BanBnXkFtZTcwNTU5NDAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3186,0172493,"Girl, Interrupted (1999)",Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzdjZDYwM2QtMGNlZS00MGQzLTlhMjctYTU4NWI5MWJlYmQwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3188,0208261,"Life and Times of Hank Greenberg, The (1998)",Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NDE3OTY2MV5BMl5BanBnXkFtZTcwNzE2NDIyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
3189,0156812,My Dog Skip (1999),Children|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NDgxMjg5MV5BMl5BanBnXkFtZTYwNTUxODc5._V1_UX182_CR0,0,182,268_AL_.jpg"
